Question,Answer
Was unterscheidet Lebensmittel von K-BIO ORGANIC von konventionellen Produkten?,"Alle Produkte von K-BIO ORGANIC entsprechen den strengen Richtlinien der EG-Öko-Verordnung. Diese macht zum Beispiel konkrete Vorgaben zu Anbaumethoden und Tierhaltung, den Einsatz von Pflanzenschutzmitteln und Düngern. So ist bei ökologisch erzeugten Produkten der Einsatz von chemisch-synthetischen Pflanzenschutzmitteln oder leicht löslichen mineralischen Düngern sowie die Bestrahlung der Produkte und Rohstoffe untersagt. Bei der Produktion muss laut EG-Öko-Verordnung auf den Einsatz von gentechnisch veränderten Futtermitteln, Saatgut oder anderer Rohstoffe verzichtet werden. Ökologisch erzeugten Lebensmitteln werden keine künstlichen Geschmacksverstärker zugesetzt. Auf künstliche Farb- und Aromastoffe wird ebenfalls verzichtet. Hilfsstoffe sind nur eingeschränkt erlaubt. Natürlich wird zum Teil auch bei konventionell erzeugten Produkten auf den Einsatz von Geschmacksverstärkern, künstliche Aromen oder Farbstoffen verzichtet. Dieser Verzicht ist dann aber freiwillig und nicht zwingende rechtliche Vorgabe."
Woher kommen die Artikel von K-BIO ORGANIC?,"Wir sind immer auf der Suche nach den besten Produkten und den zuverlässigsten und leistungsfähigsten Lieferanten. Wir streben für alle Artikel von K-BIO ORGANIC kurze Wege von der Herstellung bis in den Verkauf an. Allerdings kann saisonbedingt nicht immer jedes Produkt aus der Nähe bezogen werden. Unsere Eier von K-BIO ORGANIC allerdings beziehen wir ausschließlich von Legebetrieben aus Deutschland. Für alle Artikel von K-BIO ORGANIC gilt, dass die strengen Richtlinien der EG-Öko-Verordnung und alle unsere Qualitätsanforderungen eingehalten werden müssen. Egal ob sie aus heimischen Regionen oder dem Ausland kommen."
Warum ist Obst und Gemüse von K-BIO ORGANIC nur abgepackt erhältlich?,"Obst und -Gemüse von K-BIO ORGANIC ist neben konventioneller Ware platziert. Die Verpackung stellt sicher, dass Bio-Ware und konventionelle Artikel nicht vermischt werden. Wären zum Beispiel Bio-Äpfel nicht verpackt, könnte man mit bloßem Auge nicht erkennen, ob es sich bei einem Apfel um einen Bio-Apfel oder einen konventioneller Apfel handelt. K-BIO ORGANIC geht auf Nummer sicher. Erst durch eine Verpackung sind die Produkte einwandfrei als Bio-Produkte zu erkennen. Eine Verpackung bietet also Schutz, damit Bio auch wirklich Bio bleibt. Denn Sie sollen sicher sein, dass Sie auch wirklich Bio-Produkte kaufen."
Werden für K-BIO ORGANIC auch Rohstoffe beziehungsweise Produkte aus Umstellungsbetrieben eingesetzt?,"Es werden keine Waren aus landwirtschaftlichen Betrieben eingesetzt, die momentan auf ökologische Landwirtschaft umgestellt werden. Alle Hersteller, die Artikel von K-BIO ORGANIC produzieren und liefern, müssen nach den strengen Regeln der EG-Öko-Verordnung zertifiziert sein."
Woran erkennt man ein Bio-Lebensmittel?,"Ganz einfach: Nur Bio-Lebensmittel dürfen das bekannte staatliche Bio-Siegel mit Angabe der jeweiligen Öko-Kontrollstelle tragen. Das staatliche Bio-Siegel dokumentiert, dass ein Bio-Produkt gemäß den Richtlinien der EG-Öko-Verordnung hergestellt und regelmäßig von unabhängigen, staatlich zugelassenen Kontrollstellen überprüft wird. Allerdings ist das staatliche BIO-Siegel nicht zwingend auf der Verpackung aufzubringen. Diese Angabe ist freiwillig. Alle den Richtlinien der EG-Ökoverordnung entsprechend ökologisch erzeugten Produkte weisen den Namen und die Nummer der jeweils zuständigen Öko-Kontrollstelle deutlich sichtbar aus. Das staatliche Bio-Siegel bietet eine zusätzliche, schnelle Orientierung."
Was ist der Unterschied zwischen Bio und Öko?,"Es gibt keinen. Beide Begriffe sind durch die EG-Öko-Verordnung definiert. Ein Produkt darf nur dann als biologisch oder ökologisch bezeichnet werden, wenn seine Zutaten zu mindestens 95 Prozent aus ökologischer Landwirtschaft stammen."
Wofür steht das staatliche Bio-Siegel?,"Das staatliche Bio-Siegel schafft Klarheit beim Lebensmittel-Einkauf. Es dokumentiert, dass ein Bio-Produkt gemäß den Richtlinien der EG-Öko-Verordnung hergestellt und regelmäßig von unabhängigen, zugelassenen Kontrollstellen überprüft wird. Daher finden Sie das staatliche Bio-Siegel auf allen Verpackungen von K-BIO ORGANIC. Das staatliche Bio-Siegel darf nur verwendet werden, wenn der Hersteller die Zertifizierung durch die staatliche Kontrollstelle bestanden hat. In Deutschland gibt es derzeit 22 staatlich zugelassene Kontrollstellen. Die Nummer der jeweils zuständigen Kontrollstelle findet sich auf jedem Artikel von K-BIO ORGANIC. Beispiel: DE-001-Öko-Kontrollstelle. Dabei steht DE für das Länderkürzel (hier Deutschland) und 001 ist die Nummer der zuständigen Kontrollstelle."
Was besagt die EG-Öko-Verordnung?,"Die EG-Öko-Verordnung stellt strenge Qualitätsanforderungen an die Hersteller von Bio-Produkten. Zu diesen strengen Richtlinien gehören beispielsweise folgende Punkte: Es dürfen keine gentechnisch veränderten Futtermittel, Saatgut oder anderer Rohstoffe eingesetzt werden. Auf Hochleistungsdünger und Pflanzenschutz mit chemisch-synthetischen Mitteln muss verzichtet werden. Tiere müssen artgerecht gehalten werden. Es dürfen keine künstlichen Geschmacksverstärker zugesetzt werden. Auf künstliche Farb- und Aromastoffe muss verzichtet werden. Die Produkte dürfen nicht bestrahlt werden. Außerdem umfasst die EG-Öko-Verordnung auch Vorgaben zur Fruchtfolge, Tierfütterung, Medikamentenzugabe sowie zur Verarbeitung zulässiger Zusatz- und Hilfsstoffe."
Wie wird die Einhaltung der EG-Öko-Verordnung sichergestellt?,"Regelmäßig überprüfen unabhängige Öko-Kontrollstellen beim Lieferanten die Einhaltung der EG-Öko-Verordnung. Bei den Öko-Kontrollstellen handelt es sich in Deutschland um staatlich zugelassene Kontrollstellen. Diese überprüfen Betriebe, die ökologische Lebensmittel erzeugen. Sie können sicher sein: Alle Lieferanten von K-BIO ORGANIC sind von Kaufland vertraglich verpflichtet, die strengen Kriterien der EG-Öko-Verordnung einzuhalten! Alle Artikel von K-BIO ORGANIC werden darüber hinaus regelmäßig von unabhängigen Laboren und Instituten auf die Einhaltung der hohen Qualitätsanforderungen von Kaufland untersucht."
Warum tragen Artikel von K-BIO ORGANIC kein Bioland-Siegel?,"Alle Produkte von K-BIO ORGANIC werden nach den Richtlinien der EG-Öko-Verordnung hergestellt und tragen das staatliche Bio-Siegel. Um insgesamt ausreichende Mengen anbieten zu können, kann es mehrere Lieferanten geben, die für K-BIO ORGANIC produzieren. Es ist zwar durchaus möglich, dass ein K-BIO-Artikel nach Bioland-Richtlinien produziert wurde, jedoch kann dies auch unter dem Gesichtspunkt der Rohstoffknappheit nicht durchweg sicher gestellt werden. Der Artikel wird somit auch nicht mit dem Siegel gekennzeichnet."
Kann ich Zitronenschalen von K-BIO ORGANIC zum Kochen und Backen verwenden?,"Bei unseren Zitronen von K-BIO ORGANIC handelt es sich um Zitronen aus ökologischem Anbau. Zitronen von K-BIO ORGANIC werden nach den Richtlinien der EG-Öko-Verordnung ohne chemische Pflanzenschutzmittel und chemisch-synthetische Dünger angebaut und werden auch nach der Ernte nicht chemisch behandelt. Daher ist die Schale der Zitronen von K-BIO ORGANIC zum Verzehr geeignet und kann zum Kochen und Backen verwendet werden. Waschen Sie die Zitronen vor dem Verarbeiten trotzdem mit warmem Wasser ab. Damit stellen Sie sicher, dass die Früchte von Staub und Schmutz vom Transport befreit werden."
Sind die BEVOLA® Baby Feuchttücher auch zum Abschminken geeignet?,"Es gibt keine Untersuchungen dazu, inwiefern Sie zur Anwendung am Auge und zur Entfernung von Make-up geeignet sind. Bitte benutzen Sie daher zum Abschminken nur spezielle Produkte zur Entfernung von Make-up. Auch hier finden Sie Produkte von BEVOLA®."
Wie entsorge ich die BEVOLA® Baby Feuchttücher?,BEVOLA® Baby Feuchttücher gehören in den Mülleimer und dürfen nicht über die Toilette entsorgt werden.
Enthalten die BEVOLA® Baby Windeln Parfüm oder Lotion?,Nein. Die BEVOLA® Baby Windeln sind frei von Lotionen und Parfümstoffen.
Enthalten die BEVOLA® Baby Windeln Naturlatex?,"In den BEVOLA® Baby Windeln ist kein Naturlatex enthalten, da dieser Allergien auslösen kann."
Ist die Hautverträglichkeit der BEVOLA® Baby Windeln nachgewiesen?,Die Hautverträglichkeit wurde im dermatologischen Test geprüft und bestätigt.
Was bedeutet der Hinweis „Plus“ bei den Größen Maxi Plus und Junior Plus?,"Das „Plus“ steht für eine noch höhere Saugleistung unserer BEVOLA® Baby Windeln. Sie können mehr Flüssigkeit aufnehmen und speichern. Somit eignen sich diese besonders für den Einsatz in der Nacht. Außerdem sind sie ideal für ältere Kinder, denen die nächstgrößere Windel noch nicht passt, die aber eine höhere Saugleistung in einer Windel benötigen, da sie schon mehr Flüssigkeit zu sich nehmen. Die Abmessungen der Windeln sind identisch zu den Größen ohne den Zusatz „Plus“. Das heißt die Passform ist identisch."
Wie werden laktosefreie Milchprodukte hergestellt?,"Bei der Herstellung in den Molkereien wird die Laktose entweder durch die Zugabe des Enzyms Laktase gespalten oder durch Filtration entfernt. Die wichtigen Nährstoffe wie Eiweiß, Kalzium und Vitamine bleiben von diesem Vorgang unberührt."
Warum schmeckt laktosefreie Milch süß?,"Laktosefreie Milchprodukte schmecken häufig etwas süßer als laktosehaltige Produkte, da die beiden aufgespaltenen Einfachzucker Galaktose und Glukose eine stärkere Süßungskraft besitzen."
Ist bei laktosefreien Milchprodukten kein Zucker mehr enthalten?,Nein. Laktose wird in Galaktose und Glukose aufgespalten. Diese sind Einfachzucker.
Enthalten alle Käsesorten Laktose?,"Als Grundsatz gilt: Je länger ein Käse reift, umso weniger Laktose enthält dieser. Während des Reifeprozesses wird die Laktose in ihre Bestandteile Glukose und Galaktose gespalten, die dann zu Milchsäure umgewandelt werden. Ein Großteil des Milchzuckers verbleibt aber bereits bei der Käseherstellung in der Molke zurück. Frischkäse beispielsweise sind hingegen nicht gereift und enthalten daher größere Mengen an Laktose."
Sind K-Classic laktosefreie Produkte auch für Milcheiweißallergiker geeignet?,"Nein, laktosefreie Milch und Milchprodukte sind nicht für Milcheiweißallergiker geeignet, da sie ebenfalls Milcheiweiß enthalten."
Können die Produkte von K-Classic Laktosefrei genauso zum Kochen und Backen verwendet werden wie herkömmliche Milch und Milchprodukte?,"Ja, unsere Produkte von K-Classic Laktosefrei können genauso verwendet werden wie herkömmliche Milchprodukte."
Was ist K-FREE?,"K-FREE ist unsere neue Eigenmarke mit Produkten, die frei von Inhaltsstoffen wie Gluten oder Laktose sind. Immer mehr Menschen haben mit Lebensmittelunverträglichkeiten zu kämpfen. K-FREE bietet eine Alternative für alle, die bewusst verzichten müssen oder möchten, und überzeugt durch vollen Geschmack ohne Kompromisse."
Können die Produkte von K-FREE genauso zum Kochen und Backen verwendet werden wie herkömmliche Produkte mit Gluten und Laktose?,"Ja, unsere Produkte von K-FREE können genauso verwendet werden wie herkömmliche Produkte, die Gluten oder Laktose enthalten."
Wie werden laktosefreie Milchprodukte hergestellt?,"Bei der Herstellung in den Molkereien wird die Laktose entweder durch die Zugabe des Enzyms Laktase gespalten oder durch Filtration entfernt. Die wichtigen Nährstoffe wie Eiweiß, Kalzium und Vitamine bleiben von diesem Vorgang unberührt."
Warum schmeckt laktosefreie Milch süß?,"Laktosefreie Milchprodukte schmecken häufig etwas süßer als laktosehaltige Produkte, da die beiden aufgespaltenen Einfachzucker Galaktose und Glukose eine stärkere Süßungskraft besitzen."
Ist bei laktosefreien Milchprodukten kein Zucker mehr enthalten?,Nein. Laktose wird in Galaktose und Glukose aufgespalten. Diese sind Einfachzucker.
Sind K-FREE-Produkte auch für Milcheiweißallergiker geeignet?,"Nein, laktosefreie Milch und Milchprodukte sind nicht für Milcheiweißallergiker geeignet, da sie ebenfalls Milcheiweiß enthalten."
Was ist Gluten?,"Gluten ist ein natürliches Eiweiß, das in Weizen und anderen Getreidesorten wie Roggen, Dinkel und Gerste vorkommt. Gluten wird auch als Klebereiweiß bezeichnet, da es dafür verantwortlich ist, dass Mehl in Verbindung mit Wasser einen klebrigen Teig bildet."
Wie werden glutenfreie Produkte hergestellt?,"Bei glutenfreien Produkten wird das Getreidemehl durch andere Grundstoffe wie Reismehl, Maismehl, Stärke aus Kartoffeln oder Mais ersetzt, die von Natur aus kein Gluten enthalten. Unsere glutenfreie Pasta zum Beispiel besteht aus Maismehl und Kichererbsenmehl."
Was bedeutet das Logo der Deutschen Zöliakie Gesellschaft?,Wir arbeiten eng mit der Deutschen Zöliakie Gesellschaft zusammen und fast alle unserer glutenfreien K-FREE Produkte verfügen über das Logo der DZG.
Was bedeutet das Prüfzeichen „QS“ auf Fleisch und Fleischwaren?,"Das QS-Prüfzeichen auf Lebensmitteln signalisiert: dieses Produkt unterliegt einem System der umfassenden Dokumentation und Kontrolle. Hinter QS steckt ein stufenübergreifendes System der geprüften Qualitätssicherung, welches die komplette Kette der Erzeugung von Fleisch und Fleischwaren vom Futtermittel bis in den Laden umfasst. Diese beginnt bei Fütterung und Haltung, über Schlachtung, Zerlegung, Verpackung, bis hin zum Transport der Fleischprodukte in die Einkaufsstätte."
Welche Produkte werden mit dem Prüfzeichen „QS“ versehen?,"Nur Produkte, die im Rahmen der strengen QS-Anforderungen erzeugt wurden, können das QS-Prüfzeichen tragen. Bei Fleisch und Fleischwaren gilt: Von Feld und Stall bis zur Ladentheke - Lebensmittel mit dem QS-Prüfzeichen sind durchgängig kontrolliert und dokumentiert. Achten sie drauf!"
Kann ich das Fleisch in der Verpackung einfrieren?,"Nein. Zur Vermeidung von Gefrierbrand empfehlen wir ein Einfrieren im Gefrierbeutel. Um den Geschmack der Fleischprodukte nicht zu verringern, sollte die Einfrierdauer möglichst kurz gehalten werden."
Kann die Verpackung recycelt werden?,"Ja, die Verpackung kann dem Umweltkreislauf über das Recycling ohne Probleme zugeführt werden. Sie erkennen dies auf dem Etikett an dem Recycling-Zeichen PP."
Werden die K-PURLAND-Produkte zu den DLG-Qualitätsprüfungen eingereicht?,"Natürlich. Mit unserer Eigenmarke K-PURLAND wurde Kaufland Fleischwaren 2021 der Bundesehrenpreis zum 18. Mal in Folge verliehen. Der Bundesehrenpreis wird jährlich vom Bundesministerium für Ernährung, Landwirtschaft und Verbraucherschutz an deutsche Fleischwarenunternehmen verliehen, die bei den Qualitätsprüfungen der DLG herausragende Testergebnisse erhalten haben."
Was hat es mit dem viereckigen Code auf dem Etikett vieler K-PURLAND-Spezialitäten auf sich?,"Dabei handelt es sich um einen sogenannten QR-Code (engl. für „quick response“ = „schnelle Antwort“). Dieser Code enthält einen Internet-Link, welcher Sie zu artikelspezifischen Informationen Ihres K-PURLAND-Artikels führt, sobald Sie diesen mit Ihrem Smartphone scannen. Das bedeutet, neben allgemeinen Informationen wie Produkteigenschaften, Verwendungszweck und Tipps erhalten Sie auch Informationen über die Herkunft des Fleischprodukts. Erfahren Sie mehr über die Kennzeichnung"
Was ist K-TO GO?,"K-TO GO steht für schnelle Snacks und unkomplizierten Genuss mit Lifestyle-Gefühl. Deshalb halten wir ständig nach aktuellen Trends Ausschau und passen unser Sortiment immer wieder an. Mit einer Auswahl an Snacks, Getränken und Desserts bietet K-TO GO Genuss mit Menü-Charakter. K-TO GO ist ein kleines Stück Freiheit inmitten der Termine des Alltags."
Wie teuer sind K-TO GO-Produkte?,"Der Preis ist eines unserer Aushängeschilder. Das gilt auch für unsere Marke K-TO GO. Hier bieten wir schnelle, verzehrfertige Snacks zum besten Preis-Leistungs-Verhältnis an."
Wie viele K-TO GO-Produkte gibt es?,"Das K-TO GO-Sortiment besteht aus mehr als 60 Produkten. Dazu gehören Getränke wie Limonaden, Smoothies, Milchshakes, Milchmischgetränke und natürlich etwas gegen den Hunger wie Salate, Fleischsnacks, Wraps sowie Sushi. Auch Frühstücksartikel wie Joghurt und Müsli sind im Sortiment vorhanden."
Was ist das Praktische an den K-TO GO-Artikeln?,"Die Verpackungen unserer K-TO GO-Artikel sind handlich und kompakt, also ideal für unterwegs. Beiglegtes Besteck und praktische Trinköffnungen machen einen sofortigen Verzehr möglich."
Wo kann ich K-TO GO-Artikel kaufen und wie finde ich diese am schnellsten?,"Unsere K-TO GO-Artikel befinden sich im Kühlregal, in der Regel direkt im Eingangsbereich der Märkte. Das einheitliche Verpackungsdesign hilft bei der Orientierung."
